user_id,when,isStressed
2,2013-03-10 07:35:45.000,1
2,2013-03-10 07:35:55.000,1
2,2013-03-10 07:36:5.000,1
2,2013-03-10 07:36:15.000,1
2,2013-03-10 07:36:25.000,1
2,2013-03-10 07:36:35.000,1
2,2013-03-10 07:36:45.000,1
2,2013-03-10 07:36:55.000,1
2,2013-03-10 07:37:5.000,1
2,2013-03-10 07:37:15.000,1
2,2013-03-10 07:37:25.000,1
2,2013-03-10 07:37:35.000,1
2,2013-03-10 07:37:45.000,1
2,2013-03-10 07:37:55.000,1
2,2013-03-10 07:38:5.000,1
2,2013-03-10 07:38:15.000,1
2,2013-03-10 07:38:25.000,0
2,2013-03-10 07:38:35.000,1
2,2013-03-10 07:38:45.000,0
2,2013-03-10 07:38:55.000,1
2,2013-03-10 07:39:5.000,1
2,2013-03-10 07:39:15.000,1
2,2013-03-10 07:39:25.000,1
2,2013-03-10 07:39:35.000,0
2,2013-03-10 07:39:45.000,0
2,2013-03-10 07:39:55.000,1
2,2013-03-10 07:40:5.000,1
2,2013-03-10 07:40:15.000,1
2,2013-03-10 07:40:25.000,1
2,2013-03-10 07:40:35.000,1
2,2013-03-10 07:40:45.000,1
2,2013-03-10 07:40:55.000,1
2,2013-03-10 07:41:5.000,1
2,2013-03-10 07:41:15.000,1
2,2013-03-10 07:41:25.000,1
2,2013-03-10 07:41:35.000,1
2,2013-03-10 07:41:45.000,1
2,2013-03-10 07:41:55.000,1
2,2013-03-10 07:42:5.000,1
2,2013-03-10 07:42:15.000,0
2,2013-03-10 07:42:25.000,1
2,2013-03-10 07:42:35.000,0
2,2013-03-10 07:42:45.000,1
2,2013-03-10 07:42:55.000,1
2,2013-03-10 07:43:5.000,1
2,2013-03-10 07:43:15.000,1
2,2013-03-10 07:43:25.000,1
2,2013-03-10 07:43:35.000,1
2,2013-03-10 07:43:45.000,1
2,2013-03-10 07:43:55.000,1
2,2013-03-10 07:44:5.000,1
2,2013-03-10 07:44:15.000,1
2,2013-03-10 07:44:25.000,1
2,2013-03-10 07:44:35.000,1
2,2013-03-10 07:44:45.000,1
2,2013-03-10 07:44:55.000,1
2,2013-03-10 07:45:5.000,1
2,2013-03-10 07:45:15.000,1
2,2013-03-10 07:45:25.000,1
2,2013-03-10 07:45:35.000,0
2,2013-03-10 07:45:45.000,1
2,2013-03-10 07:45:55.000,1
2,2013-03-10 07:46:5.000,1
2,2013-03-10 07:46:15.000,1
2,2013-03-10 07:46:25.000,1
2,2013-03-10 07:46:35.000,1
2,2013-03-10 07:46:45.000,1
2,2013-03-10 07:46:55.000,1
2,2013-03-10 07:47:5.000,1
2,2013-03-10 07:47:15.000,1
2,2013-03-10 07:47:25.000,1
2,2013-03-10 07:47:35.000,0
2,2013-03-10 07:47:45.000,1
2,2013-03-10 07:47:55.000,1
2,2013-03-10 07:48:5.000,1
2,2013-03-10 07:48:15.000,1
2,2013-03-10 07:48:25.000,1
2,2013-03-10 07:48:35.000,1
2,2013-03-10 07:48:45.000,1
2,2013-03-10 07:48:55.000,1
2,2013-03-10 07:49:5.000,1
2,2013-03-10 07:49:15.000,1
2,2013-03-10 07:49:25.000,1
2,2013-03-10 07:49:35.000,1
2,2013-03-10 07:49:45.000,1
2,2013-03-10 07:49:55.000,1
2,2013-03-10 07:50:5.000,1
2,2013-03-10 07:50:15.000,1
2,2013-03-10 07:50:25.000,1
2,2013-03-10 07:50:35.000,1
2,2013-03-10 07:50:45.000,1
2,2013-03-10 07:50:55.000,1
2,2013-03-10 07:51:5.000,1
2,2013-03-10 07:51:15.000,1
2,2013-03-10 07:51:25.000,1
2,2013-03-10 07:51:35.000,1
2,2013-03-10 07:51:45.000,1
2,2013-03-10 07:51:55.000,1
2,2013-03-10 07:52:5.000,1
2,2013-03-10 07:52:15.000,1
2,2013-03-10 07:52:25.000,1
2,2013-03-10 07:52:35.000,1
2,2013-03-10 07:52:45.000,1
2,2013-03-10 07:52:55.000,1
2,2013-03-10 07:53:5.000,1
2,2013-03-10 07:53:15.000,1
2,2013-03-10 07:53:25.000,1
2,2013-03-10 07:53:35.000,1
2,2013-03-10 07:53:45.000,1
2,2013-03-10 07:53:55.000,1
2,2013-03-10 07:54:5.000,1
2,2013-03-10 07:54:15.000,1
2,2013-03-10 07:54:25.000,1
2,2013-03-10 07:54:35.000,1
2,2013-03-10 07:54:45.000,1
2,2013-03-10 07:54:55.000,1
2,2013-03-10 07:55:5.000,1
2,2013-03-10 07:55:15.000,1
2,2013-03-10 07:55:25.000,1
2,2013-03-10 07:55:35.000,1
2,2013-03-10 07:55:45.000,1
2,2013-03-10 07:55:55.000,1
2,2013-03-10 07:56:5.000,1
2,2013-03-10 07:56:15.000,1
2,2013-03-10 07:56:25.000,1
2,2013-03-10 07:56:35.000,1
2,2013-03-10 07:56:45.000,1
2,2013-03-10 07:56:55.000,1
2,2013-03-10 07:57:5.000,1
2,2013-03-10 07:57:15.000,1
2,2013-03-10 07:57:25.000,1
2,2013-03-10 07:57:35.000,1
2,2013-03-10 07:57:45.000,1
2,2013-03-10 07:57:55.000,0
2,2013-03-10 07:58:5.000,1
2,2013-03-10 07:58:15.000,1
2,2013-03-10 07:58:25.000,1
2,2013-03-10 07:58:35.000,1
2,2013-03-10 07:58:45.000,1
2,2013-03-10 07:58:55.000,1
2,2013-03-10 07:59:5.000,1
2,2013-03-10 07:59:15.000,1
2,2013-03-10 07:59:25.000,1
2,2013-03-10 07:59:35.000,1
2,2013-03-10 07:59:45.000,1
2,2013-03-10 07:59:55.000,1
2,2013-03-10 08:00:5.000,1
2,2013-03-10 08:00:15.000,1
2,2013-03-10 08:00:25.000,1
2,2013-03-10 08:00:35.000,1
2,2013-03-10 08:00:45.000,1
2,2013-03-10 08:00:55.000,1
