user_id,when,isStressed
2,2013-03-09 09:24:50.000,1
2,2013-03-09 09:25:0.000,1
2,2013-03-09 09:25:10.000,1
2,2013-03-09 09:25:20.000,1
2,2013-03-09 09:25:30.000,1
2,2013-03-09 09:25:40.000,1
2,2013-03-09 09:25:50.000,1
2,2013-03-09 09:26:0.000,1
2,2013-03-09 09:26:10.000,1
2,2013-03-09 09:26:20.000,1
2,2013-03-09 09:26:30.000,1
2,2013-03-09 09:26:40.000,1
2,2013-03-09 09:26:50.000,1
2,2013-03-09 09:27:0.000,0
2,2013-03-09 09:27:10.000,1
2,2013-03-09 09:27:20.000,1
2,2013-03-09 09:27:30.000,1
2,2013-03-09 09:27:40.000,1
2,2013-03-09 09:27:50.000,1
2,2013-03-09 09:28:0.000,1
2,2013-03-09 09:28:10.000,1
2,2013-03-09 09:28:20.000,1
2,2013-03-09 09:28:30.000,1
2,2013-03-09 09:28:40.000,1
2,2013-03-09 09:28:50.000,1
2,2013-03-09 09:29:0.000,1
2,2013-03-09 09:29:10.000,1
2,2013-03-09 09:29:20.000,1
2,2013-03-09 09:29:30.000,1
2,2013-03-09 09:29:40.000,1
2,2013-03-09 09:29:50.000,1
2,2013-03-09 09:30:0.000,1
2,2013-03-09 09:30:10.000,1
2,2013-03-09 09:30:20.000,1
2,2013-03-09 09:30:30.000,1
2,2013-03-09 09:30:40.000,1
2,2013-03-09 09:30:50.000,1
2,2013-03-09 09:31:0.000,1
2,2013-03-09 09:31:10.000,1
2,2013-03-09 09:31:20.000,1
2,2013-03-09 09:31:30.000,1
2,2013-03-09 09:31:40.000,1
2,2013-03-09 09:31:50.000,0
2,2013-03-09 09:32:0.000,1
2,2013-03-09 09:32:10.000,1
2,2013-03-09 09:32:20.000,1
2,2013-03-09 09:32:30.000,1
2,2013-03-09 09:32:40.000,1
2,2013-03-09 09:32:50.000,1
2,2013-03-09 09:33:0.000,1
2,2013-03-09 09:33:10.000,1
2,2013-03-09 09:33:20.000,1
2,2013-03-09 09:33:30.000,1
2,2013-03-09 09:33:40.000,1
2,2013-03-09 09:33:50.000,1
2,2013-03-09 09:34:0.000,1
2,2013-03-09 09:34:10.000,1
2,2013-03-09 09:34:20.000,1
2,2013-03-09 09:34:30.000,1
2,2013-03-09 09:34:40.000,1
2,2013-03-09 09:34:50.000,1
2,2013-03-09 09:35:0.000,1
2,2013-03-09 09:35:10.000,1
2,2013-03-09 09:35:20.000,1
2,2013-03-09 09:35:30.000,1
2,2013-03-09 09:35:40.000,1
2,2013-03-09 09:35:50.000,1
2,2013-03-09 09:36:0.000,1
2,2013-03-09 09:36:10.000,1
2,2013-03-09 09:36:20.000,1
2,2013-03-09 09:36:30.000,1
2,2013-03-09 09:36:40.000,1
2,2013-03-09 09:36:50.000,1
2,2013-03-09 09:37:0.000,1
2,2013-03-09 09:37:10.000,1
2,2013-03-09 09:37:20.000,1
2,2013-03-09 09:37:30.000,1
2,2013-03-09 09:37:40.000,1
2,2013-03-09 09:37:50.000,1
2,2013-03-09 09:38:0.000,1
2,2013-03-09 09:38:10.000,1
2,2013-03-09 09:38:20.000,1
2,2013-03-09 09:38:30.000,1
2,2013-03-09 09:38:40.000,1
2,2013-03-09 09:38:50.000,1
2,2013-03-09 09:39:0.000,1
2,2013-03-09 09:39:10.000,1
2,2013-03-09 09:39:20.000,1
2,2013-03-09 09:39:30.000,1
2,2013-03-09 09:39:40.000,1
2,2013-03-09 09:39:50.000,1
2,2013-03-09 09:40:0.000,1
2,2013-03-09 09:40:10.000,1
2,2013-03-09 09:40:20.000,1
2,2013-03-09 09:40:30.000,1
2,2013-03-09 09:40:40.000,1
2,2013-03-09 09:40:50.000,1
2,2013-03-09 09:41:0.000,1
2,2013-03-09 09:41:10.000,1
2,2013-03-09 09:41:20.000,1
2,2013-03-09 09:41:30.000,1
2,2013-03-09 09:41:40.000,1
2,2013-03-09 09:41:50.000,1
2,2013-03-09 09:42:0.000,1
2,2013-03-09 09:42:10.000,1
2,2013-03-09 09:42:20.000,1
2,2013-03-09 09:42:30.000,1
2,2013-03-09 09:42:40.000,1
2,2013-03-09 09:42:50.000,1
2,2013-03-09 09:43:0.000,1
2,2013-03-09 09:43:10.000,1
2,2013-03-09 09:43:20.000,1
2,2013-03-09 09:43:30.000,1
2,2013-03-09 09:43:40.000,0
2,2013-03-09 09:43:50.000,1
2,2013-03-09 09:44:0.000,1
2,2013-03-09 09:44:10.000,1
2,2013-03-09 09:44:20.000,1
2,2013-03-09 09:44:30.000,1
2,2013-03-09 09:44:40.000,1
2,2013-03-09 09:44:50.000,1
2,2013-03-09 09:45:0.000,1
2,2013-03-09 09:45:10.000,1
2,2013-03-09 09:45:20.000,0
2,2013-03-09 09:45:30.000,1
2,2013-03-09 09:45:40.000,1
2,2013-03-09 09:45:50.000,1
2,2013-03-09 09:46:0.000,1
2,2013-03-09 09:46:10.000,1
2,2013-03-09 09:46:20.000,1
2,2013-03-09 09:46:30.000,1
2,2013-03-09 09:46:40.000,1
2,2013-03-09 09:46:50.000,1
2,2013-03-09 09:47:0.000,1
2,2013-03-09 09:47:10.000,1
2,2013-03-09 09:47:20.000,1
2,2013-03-09 09:47:30.000,1
2,2013-03-09 09:47:40.000,1
2,2013-03-09 09:47:50.000,1
2,2013-03-09 09:48:0.000,1
2,2013-03-09 09:48:10.000,1
2,2013-03-09 09:48:20.000,1
2,2013-03-09 09:48:30.000,1
2,2013-03-09 09:48:40.000,1
2,2013-03-09 09:48:50.000,1
2,2013-03-09 09:49:0.000,1
2,2013-03-09 09:49:10.000,1
2,2013-03-09 09:49:20.000,1
2,2013-03-09 09:49:30.000,1
2,2013-03-09 09:49:40.000,1
2,2013-03-09 09:49:50.000,1
2,2013-03-09 09:50:0.000,0
2,2013-03-09 09:50:10.000,1
2,2013-03-09 09:50:20.000,1
2,2013-03-09 09:50:30.000,1
2,2013-03-09 09:50:40.000,1
2,2013-03-09 09:50:50.000,1
2,2013-03-09 09:51:0.000,0
2,2013-03-09 09:51:10.000,0
2,2013-03-09 09:51:20.000,1
2,2013-03-09 09:51:30.000,1
2,2013-03-09 09:51:40.000,0
2,2013-03-09 09:51:50.000,1
2,2013-03-09 09:52:0.000,1
2,2013-03-09 09:52:10.000,0
2,2013-03-09 09:52:20.000,1
2,2013-03-09 09:52:30.000,1
2,2013-03-09 09:52:40.000,1
2,2013-03-09 09:52:50.000,0
2,2013-03-09 09:53:0.000,1
2,2013-03-09 09:53:10.000,1
2,2013-03-09 09:53:20.000,1
2,2013-03-09 09:53:30.000,1
2,2013-03-09 09:53:40.000,1
2,2013-03-09 09:53:50.000,1
2,2013-03-09 09:54:0.000,1
2,2013-03-09 09:54:10.000,1
2,2013-03-09 09:54:20.000,1
2,2013-03-09 09:54:30.000,1
2,2013-03-09 09:54:40.000,1
2,2013-03-09 09:54:50.000,1
2,2013-03-09 09:55:0.000,1
2,2013-03-09 09:55:10.000,1
2,2013-03-09 09:55:20.000,1
2,2013-03-09 09:55:30.000,1
2,2013-03-09 09:55:40.000,1
2,2013-03-09 09:55:50.000,1
2,2013-03-09 09:56:0.000,1
2,2013-03-09 09:56:10.000,1
2,2013-03-09 09:56:20.000,1
2,2013-03-09 09:56:30.000,1
2,2013-03-09 09:56:40.000,1
2,2013-03-09 09:56:50.000,1
2,2013-03-09 09:57:0.000,1
2,2013-03-09 09:57:10.000,1
2,2013-03-09 09:57:20.000,1
2,2013-03-09 09:57:30.000,1
2,2013-03-09 09:57:40.000,1
2,2013-03-09 09:57:50.000,1
2,2013-03-09 09:58:0.000,1
2,2013-03-09 09:58:10.000,1
2,2013-03-09 09:58:20.000,1
2,2013-03-09 09:58:30.000,0
2,2013-03-09 09:58:40.000,1
2,2013-03-09 09:58:50.000,0
2,2013-03-09 09:59:0.000,0
2,2013-03-09 09:59:10.000,1
2,2013-03-09 09:59:20.000,1
2,2013-03-09 09:59:30.000,1
2,2013-03-09 09:59:40.000,1
2,2013-03-09 09:59:50.000,1
2,2013-03-09 10:00:0.000,1
2,2013-03-09 10:00:10.000,1
2,2013-03-09 10:00:20.000,1
2,2013-03-09 10:00:30.000,1
2,2013-03-09 10:00:40.000,1
2,2013-03-09 10:00:50.000,1
2,2013-03-09 10:01:0.000,1
2,2013-03-09 10:01:10.000,1
2,2013-03-09 10:01:20.000,1
2,2013-03-09 10:01:30.000,1
2,2013-03-09 10:01:40.000,0
2,2013-03-09 10:01:50.000,1
2,2013-03-09 10:02:0.000,1
2,2013-03-09 10:02:10.000,1
2,2013-03-09 10:02:20.000,1
2,2013-03-09 10:02:30.000,1
2,2013-03-09 10:02:40.000,1
2,2013-03-09 10:02:50.000,1
2,2013-03-09 10:03:0.000,1
2,2013-03-09 10:03:10.000,1
2,2013-03-09 10:03:20.000,1
2,2013-03-09 10:03:30.000,1
2,2013-03-09 10:03:40.000,1
2,2013-03-09 10:03:50.000,1
2,2013-03-09 10:04:0.000,1
2,2013-03-09 10:04:10.000,1
2,2013-03-09 10:04:20.000,1
2,2013-03-09 10:04:30.000,1
2,2013-03-09 10:04:40.000,1
2,2013-03-09 10:04:50.000,1
2,2013-03-09 10:05:0.000,1
2,2013-03-09 10:05:10.000,1
2,2013-03-09 10:05:20.000,1
2,2013-03-09 10:05:30.000,1
2,2013-03-09 10:05:40.000,1
2,2013-03-09 10:05:50.000,1
2,2013-03-09 10:06:0.000,1
2,2013-03-09 10:06:10.000,1
2,2013-03-09 10:06:20.000,1
2,2013-03-09 10:06:30.000,1
2,2013-03-09 10:06:40.000,1
2,2013-03-09 10:06:50.000,1
2,2013-03-09 10:07:0.000,1
2,2013-03-09 10:07:10.000,1
2,2013-03-09 10:07:20.000,1
2,2013-03-09 10:07:30.000,1
2,2013-03-09 10:07:40.000,1
2,2013-03-09 10:07:50.000,1
2,2013-03-09 10:08:0.000,1
2,2013-03-09 10:08:10.000,1
2,2013-03-09 10:08:20.000,0
2,2013-03-09 10:08:30.000,1
2,2013-03-09 10:08:40.000,1
2,2013-03-09 10:08:50.000,1
2,2013-03-09 10:09:0.000,1
2,2013-03-09 10:09:10.000,1
2,2013-03-09 10:09:20.000,1
2,2013-03-09 10:09:30.000,1
2,2013-03-09 10:09:40.000,1
2,2013-03-09 10:09:50.000,1
2,2013-03-09 10:10:0.000,0
2,2013-03-09 10:10:10.000,1
2,2013-03-09 10:10:20.000,1
2,2013-03-09 10:10:30.000,1
2,2013-03-09 10:10:40.000,1
2,2013-03-09 10:10:50.000,1
2,2013-03-09 10:11:0.000,0
2,2013-03-09 10:11:10.000,0
2,2013-03-09 10:11:20.000,1
2,2013-03-09 10:11:30.000,0
2,2013-03-09 10:11:40.000,1
2,2013-03-09 10:11:50.000,1
2,2013-03-09 10:12:0.000,1
2,2013-03-09 10:12:10.000,1
2,2013-03-09 10:12:20.000,1
2,2013-03-09 10:12:30.000,1
2,2013-03-09 10:12:40.000,1
2,2013-03-09 10:12:50.000,1
2,2013-03-09 10:13:0.000,1
2,2013-03-09 10:13:10.000,1
2,2013-03-09 10:13:20.000,1
2,2013-03-09 10:13:30.000,1
2,2013-03-09 10:13:40.000,1
2,2013-03-09 10:13:50.000,1
2,2013-03-09 10:14:0.000,1
2,2013-03-09 10:14:10.000,1
2,2013-03-09 10:14:20.000,1
2,2013-03-09 10:14:30.000,1
2,2013-03-09 10:14:40.000,1
2,2013-03-09 10:14:50.000,1
2,2013-03-09 10:15:0.000,1
2,2013-03-09 10:15:10.000,1
2,2013-03-09 10:15:20.000,1
2,2013-03-09 10:15:30.000,1
2,2013-03-09 10:15:40.000,1
2,2013-03-09 10:15:50.000,1
2,2013-03-09 10:16:0.000,0
2,2013-03-09 10:16:10.000,1
2,2013-03-09 10:16:20.000,1
2,2013-03-09 10:16:30.000,1
2,2013-03-09 10:16:40.000,1
2,2013-03-09 10:16:50.000,1
2,2013-03-09 10:17:0.000,1
2,2013-03-09 10:17:10.000,1
2,2013-03-09 10:17:20.000,1
2,2013-03-09 10:17:30.000,1
2,2013-03-09 10:17:40.000,1
2,2013-03-09 10:17:50.000,1
2,2013-03-09 10:18:0.000,1
2,2013-03-09 10:18:10.000,1
2,2013-03-09 10:18:20.000,1
2,2013-03-09 10:18:30.000,1
2,2013-03-09 10:18:40.000,1
2,2013-03-09 10:18:50.000,1
2,2013-03-09 10:19:0.000,1
2,2013-03-09 10:19:10.000,1
2,2013-03-09 10:19:20.000,1
2,2013-03-09 10:19:30.000,0
2,2013-03-09 10:19:40.000,1
2,2013-03-09 10:19:50.000,1
2,2013-03-09 10:20:0.000,1
2,2013-03-09 10:20:10.000,1
2,2013-03-09 10:20:20.000,1
2,2013-03-09 10:20:30.000,0
2,2013-03-09 10:20:40.000,1
2,2013-03-09 10:20:50.000,1
2,2013-03-09 10:21:0.000,1
2,2013-03-09 10:21:10.000,1
2,2013-03-09 10:21:20.000,1
2,2013-03-09 10:21:30.000,1
2,2013-03-09 10:21:40.000,1
2,2013-03-09 10:21:50.000,1
2,2013-03-09 10:22:0.000,1
2,2013-03-09 10:22:10.000,1
2,2013-03-09 10:22:20.000,1
2,2013-03-09 10:22:30.000,1
2,2013-03-09 10:22:40.000,1
2,2013-03-09 10:22:50.000,1
2,2013-03-09 10:23:0.000,1
2,2013-03-09 10:23:10.000,1
2,2013-03-09 10:23:20.000,1
2,2013-03-09 10:23:30.000,1
2,2013-03-09 10:23:40.000,1
2,2013-03-09 10:23:50.000,1
2,2013-03-09 10:24:0.000,1
2,2013-03-09 10:24:10.000,1
2,2013-03-09 10:24:20.000,1
2,2013-03-09 10:24:30.000,1
2,2013-03-09 10:24:40.000,0
2,2013-03-09 10:24:50.000,1
2,2013-03-09 10:25:0.000,0
2,2013-03-09 10:25:10.000,0
2,2013-03-09 10:25:20.000,0
2,2013-03-09 10:25:30.000,1
2,2013-03-09 10:25:40.000,1
2,2013-03-09 10:25:50.000,1
2,2013-03-09 10:26:0.000,1
2,2013-03-09 10:26:10.000,1
2,2013-03-09 10:26:20.000,1
2,2013-03-09 10:26:30.000,0
2,2013-03-09 10:26:40.000,0
2,2013-03-09 10:26:50.000,0
2,2013-03-09 10:27:0.000,0
2,2013-03-09 10:27:10.000,1
2,2013-03-09 10:27:20.000,1
2,2013-03-09 10:27:30.000,1
2,2013-03-09 10:27:40.000,1
2,2013-03-09 10:27:50.000,1
2,2013-03-09 10:28:0.000,1
2,2013-03-09 10:28:10.000,1
2,2013-03-09 10:28:20.000,0
2,2013-03-09 10:28:30.000,0
2,2013-03-09 10:28:40.000,0
2,2013-03-09 10:28:50.000,1
2,2013-03-09 10:29:0.000,0
2,2013-03-09 10:29:10.000,0
2,2013-03-09 10:29:20.000,0
2,2013-03-09 10:29:30.000,0
2,2013-03-09 10:29:40.000,0
2,2013-03-09 10:29:50.000,1
2,2013-03-09 10:30:0.000,1
2,2013-03-09 10:30:10.000,1
2,2013-03-09 10:30:20.000,1
2,2013-03-09 10:30:30.000,1
2,2013-03-09 10:30:40.000,1
2,2013-03-09 10:30:50.000,1
2,2013-03-09 10:31:0.000,1
2,2013-03-09 10:31:10.000,1
2,2013-03-09 10:31:20.000,1
2,2013-03-09 10:31:30.000,1
2,2013-03-09 10:31:40.000,1
2,2013-03-09 10:31:50.000,1
2,2013-03-09 10:32:0.000,1
2,2013-03-09 10:32:10.000,1
2,2013-03-09 10:32:20.000,0
2,2013-03-09 10:32:30.000,1
2,2013-03-09 10:32:40.000,1
2,2013-03-09 10:32:50.000,1
2,2013-03-09 10:33:0.000,1
2,2013-03-09 10:33:10.000,1
2,2013-03-09 10:33:20.000,1
2,2013-03-09 10:33:30.000,1
2,2013-03-09 10:33:40.000,1
2,2013-03-09 10:33:50.000,1
2,2013-03-09 10:34:0.000,1
2,2013-03-09 10:34:10.000,1
2,2013-03-09 10:34:20.000,1
2,2013-03-09 10:34:30.000,1
2,2013-03-09 10:34:40.000,1
2,2013-03-09 10:34:50.000,1
2,2013-03-09 10:35:0.000,1
2,2013-03-09 10:35:10.000,1
2,2013-03-09 10:35:20.000,1
2,2013-03-09 10:35:30.000,1
2,2013-03-09 10:35:40.000,1
2,2013-03-09 10:35:50.000,1
2,2013-03-09 10:36:0.000,1
2,2013-03-09 10:36:10.000,1
2,2013-03-09 10:36:20.000,0
2,2013-03-09 10:36:30.000,1
2,2013-03-09 10:36:40.000,1
2,2013-03-09 10:36:50.000,1
2,2013-03-09 10:37:0.000,0
2,2013-03-09 10:37:10.000,0
2,2013-03-09 10:37:20.000,0
2,2013-03-09 10:37:30.000,0
2,2013-03-09 10:37:40.000,0
2,2013-03-09 10:37:50.000,0
2,2013-03-09 10:38:0.000,1
2,2013-03-09 10:38:10.000,1
2,2013-03-09 10:38:20.000,1
2,2013-03-09 10:38:30.000,1
2,2013-03-09 10:38:40.000,0
2,2013-03-09 10:38:50.000,1
2,2013-03-09 10:39:0.000,1
2,2013-03-09 10:39:10.000,1
2,2013-03-09 10:39:20.000,1
2,2013-03-09 10:39:30.000,1
2,2013-03-09 10:39:40.000,1
2,2013-03-09 10:39:50.000,1
2,2013-03-09 10:40:0.000,1
2,2013-03-09 10:40:10.000,1
2,2013-03-09 10:40:20.000,1
2,2013-03-09 10:40:30.000,1
2,2013-03-09 10:40:40.000,1
2,2013-03-09 10:40:50.000,1
2,2013-03-09 10:41:0.000,1
2,2013-03-09 10:41:10.000,1
2,2013-03-09 10:41:20.000,0
2,2013-03-09 10:41:30.000,0
2,2013-03-09 10:41:40.000,1
2,2013-03-09 10:41:50.000,1
2,2013-03-09 10:42:0.000,1
2,2013-03-09 10:42:10.000,1
2,2013-03-09 10:42:20.000,0
2,2013-03-09 10:42:30.000,0
2,2013-03-09 10:42:40.000,1
2,2013-03-09 10:42:50.000,1
2,2013-03-09 10:43:0.000,0
2,2013-03-09 10:43:10.000,0
2,2013-03-09 10:43:20.000,0
2,2013-03-09 10:43:30.000,1
2,2013-03-09 10:43:40.000,1
2,2013-03-09 10:43:50.000,0
2,2013-03-09 10:44:0.000,0
2,2013-03-09 10:44:10.000,0
2,2013-03-09 10:44:20.000,1
2,2013-03-09 10:44:30.000,1
2,2013-03-09 10:44:40.000,1
2,2013-03-09 10:44:50.000,1
2,2013-03-09 10:45:0.000,1
2,2013-03-09 10:45:10.000,1
2,2013-03-09 10:45:20.000,1
2,2013-03-09 10:45:30.000,1
2,2013-03-09 10:45:40.000,1
2,2013-03-09 10:45:50.000,1
2,2013-03-09 10:46:0.000,1
2,2013-03-09 10:46:10.000,1
2,2013-03-09 10:46:20.000,1
2,2013-03-09 10:46:30.000,1
2,2013-03-09 10:46:40.000,1
2,2013-03-09 10:46:50.000,1
2,2013-03-09 10:47:0.000,1
2,2013-03-09 10:47:10.000,1
2,2013-03-09 10:47:20.000,1
2,2013-03-09 10:47:30.000,1
2,2013-03-09 10:47:40.000,1
2,2013-03-09 10:47:50.000,0
2,2013-03-09 10:48:0.000,1
2,2013-03-09 10:48:10.000,1
2,2013-03-09 10:48:20.000,1
2,2013-03-09 10:48:30.000,1
2,2013-03-09 10:48:40.000,1
2,2013-03-09 10:48:50.000,1
2,2013-03-09 10:49:0.000,0
2,2013-03-09 10:49:10.000,0
2,2013-03-09 10:49:20.000,1
2,2013-03-09 10:49:30.000,1
2,2013-03-09 10:49:40.000,1
2,2013-03-09 10:49:50.000,1
2,2013-03-09 10:50:0.000,1
2,2013-03-09 10:50:10.000,1
2,2013-03-09 10:50:20.000,0
2,2013-03-09 10:50:30.000,0
2,2013-03-09 10:50:40.000,0
2,2013-03-09 10:50:50.000,1
2,2013-03-09 10:51:0.000,1
2,2013-03-09 10:51:10.000,1
2,2013-03-09 10:51:20.000,1
2,2013-03-09 10:51:30.000,1
2,2013-03-09 10:51:40.000,1
2,2013-03-09 10:51:50.000,1
2,2013-03-09 10:52:0.000,1
2,2013-03-09 10:52:10.000,1
2,2013-03-09 10:52:20.000,1
2,2013-03-09 10:52:30.000,1
2,2013-03-09 10:52:40.000,1
2,2013-03-09 10:52:50.000,1
2,2013-03-09 10:53:0.000,1
2,2013-03-09 10:53:10.000,1
2,2013-03-09 10:53:20.000,1
2,2013-03-09 10:53:30.000,1
2,2013-03-09 10:53:40.000,1
2,2013-03-09 10:53:50.000,1
2,2013-03-09 10:54:0.000,1
2,2013-03-09 10:54:10.000,1
2,2013-03-09 10:54:20.000,1
2,2013-03-09 10:54:30.000,0
2,2013-03-09 10:54:40.000,0
2,2013-03-09 10:54:50.000,0
2,2013-03-09 10:55:0.000,1
2,2013-03-09 10:55:10.000,1
2,2013-03-09 10:55:20.000,1
2,2013-03-09 10:55:30.000,1
2,2013-03-09 10:55:40.000,0
2,2013-03-09 10:55:50.000,0
2,2013-03-09 10:56:0.000,1
2,2013-03-09 10:56:10.000,1
2,2013-03-09 10:56:20.000,1
2,2013-03-09 10:56:30.000,1
2,2013-03-09 10:56:40.000,1
2,2013-03-09 10:56:50.000,1
2,2013-03-09 10:57:0.000,1
2,2013-03-09 10:57:10.000,1
2,2013-03-09 10:57:20.000,1
2,2013-03-09 10:57:30.000,1
2,2013-03-09 10:57:40.000,1
2,2013-03-09 10:57:50.000,1
2,2013-03-09 10:58:0.000,1
2,2013-03-09 10:58:10.000,1
2,2013-03-09 10:58:20.000,1
2,2013-03-09 10:58:30.000,1
2,2013-03-09 10:58:40.000,1
2,2013-03-09 10:58:50.000,1
2,2013-03-09 10:59:0.000,1
2,2013-03-09 10:59:10.000,1
2,2013-03-09 10:59:20.000,1
2,2013-03-09 10:59:30.000,1
2,2013-03-09 10:59:40.000,1
2,2013-03-09 10:59:50.000,1
2,2013-03-09 11:00:0.000,0
2,2013-03-09 11:00:10.000,1
2,2013-03-09 11:00:20.000,1
2,2013-03-09 11:00:30.000,0
2,2013-03-09 11:00:40.000,1
2,2013-03-09 11:00:50.000,1
2,2013-03-09 11:01:0.000,1
2,2013-03-09 11:01:10.000,1
2,2013-03-09 11:01:20.000,1
2,2013-03-09 11:01:30.000,1
2,2013-03-09 11:01:40.000,1
2,2013-03-09 11:01:50.000,1
2,2013-03-09 11:02:0.000,1
2,2013-03-09 11:02:10.000,1
2,2013-03-09 11:02:20.000,1
2,2013-03-09 11:02:30.000,1
2,2013-03-09 11:02:40.000,1
2,2013-03-09 11:02:50.000,0
2,2013-03-09 11:03:0.000,0
2,2013-03-09 11:03:10.000,1
2,2013-03-09 11:03:20.000,1
2,2013-03-09 11:03:30.000,1
2,2013-03-09 11:03:40.000,1
2,2013-03-09 11:03:50.000,1
2,2013-03-09 11:04:0.000,1
2,2013-03-09 11:04:10.000,1
2,2013-03-09 11:04:20.000,1
2,2013-03-09 11:04:30.000,1
2,2013-03-09 11:04:40.000,1
2,2013-03-09 11:04:50.000,1
2,2013-03-09 11:05:0.000,0
2,2013-03-09 11:05:10.000,1
2,2013-03-09 11:05:20.000,0
2,2013-03-09 11:05:30.000,1
2,2013-03-09 11:05:40.000,1
2,2013-03-09 11:05:50.000,0
2,2013-03-09 11:06:0.000,0
2,2013-03-09 11:06:10.000,1
2,2013-03-09 11:06:20.000,1
2,2013-03-09 11:06:30.000,1
2,2013-03-09 11:06:40.000,1
2,2013-03-09 11:06:50.000,1
2,2013-03-09 11:07:0.000,1
2,2013-03-09 11:07:10.000,1
2,2013-03-09 11:07:20.000,1
2,2013-03-09 11:07:30.000,1
2,2013-03-09 11:07:40.000,1
2,2013-03-09 11:07:50.000,0
2,2013-03-09 11:08:0.000,1
2,2013-03-09 11:08:10.000,0
2,2013-03-09 11:08:20.000,0
2,2013-03-09 11:08:30.000,0
2,2013-03-09 11:08:40.000,1
2,2013-03-09 11:08:50.000,1
2,2013-03-09 11:09:0.000,1
2,2013-03-09 11:09:10.000,1
2,2013-03-09 11:09:20.000,1
2,2013-03-09 11:09:30.000,1
2,2013-03-09 11:09:40.000,1
2,2013-03-09 11:09:50.000,1
2,2013-03-09 11:10:0.000,1
2,2013-03-09 11:10:10.000,1
2,2013-03-09 11:10:20.000,1
2,2013-03-09 11:10:30.000,1
2,2013-03-09 11:10:40.000,1
2,2013-03-09 11:10:50.000,1
2,2013-03-09 11:11:0.000,1
2,2013-03-09 11:11:10.000,1
2,2013-03-09 11:11:20.000,1
2,2013-03-09 11:11:30.000,1
2,2013-03-09 11:11:40.000,0
2,2013-03-09 11:11:50.000,0
2,2013-03-09 11:12:0.000,1
2,2013-03-09 11:12:10.000,1
2,2013-03-09 11:12:20.000,1
2,2013-03-09 11:12:30.000,1
2,2013-03-09 11:12:40.000,0
2,2013-03-09 11:12:50.000,0
2,2013-03-09 11:13:0.000,1
2,2013-03-09 11:13:10.000,1
2,2013-03-09 11:13:20.000,1
2,2013-03-09 11:13:30.000,1
