user_id,when,lat,lon
2,2013-03-10 00:00:00,42.4488323,-76.4887103
2,2013-03-10 00:05:00,42.448814,-76.488672
2,2013-03-10 00:10:00,42.4488046,-76.4886918
2,2013-03-10 00:15:00,42.4488054,-76.4886689
2,2013-03-10 00:20:00,42.4482599,-76.4888665
2,2013-03-10 00:25:00,42.4482636,-76.4888797
2,2013-03-10 00:30:00,42.4482746,-76.488871
2,2013-03-10 00:35:00,42.4486871,-76.4887155
2,2013-03-10 00:40:00,42.4488083,-76.4886758
2,2013-03-10 00:45:00,42.4488077,-76.4886759
2,2013-03-10 00:50:00,42.4488087,-76.4886669
2,2013-03-10 00:55:00,42.4487828,-76.4886794
2,2013-03-10 01:00:00,42.448799,-76.488672
2,2013-03-10 01:05:00,42.4487957,-76.4886574
2,2013-03-10 01:10:00,42.4482701,-76.4888667
2,2013-03-10 01:15:00,42.4488055,-76.4886683
2,2013-03-10 01:20:00,42.4482521,-76.4888757
2,2013-03-10 01:25:00,42.4487831,-76.4886802
2,2013-03-10 01:30:00,42.4487889,-76.4886784
2,2013-03-10 01:35:00,42.4488078,-76.4886815
2,2013-03-10 01:40:00,42.4482564,-76.4888812
2,2013-03-10 01:45:00,42.4487889,-76.4886766
2,2013-03-10 01:50:00,42.4482506,-76.488877
2,2013-03-10 01:55:00,42.4482805,-76.4888657
2,2013-03-10 03:00:00,42.4487993,-76.4886692
2,2013-03-10 03:05:00,42.4487829,-76.488654
2,2013-03-10 03:10:00,42.4482375,-76.488917
2,2013-03-10 03:15:00,42.4482744,-76.488866
2,2013-03-10 03:20:00,42.4482835,-76.4888736
2,2013-03-10 03:25:00,42.4488099,-76.4886687
2,2013-03-10 03:30:00,42.4487786,-76.4886668
2,2013-03-10 03:35:00,42.4482618,-76.4888724
2,2013-03-10 03:40:00,42.4482562,-76.4888689
2,2013-03-10 03:45:00,42.4487927,-76.4886818
2,2013-03-10 03:50:00,42.4487825,-76.4886809
2,2013-03-10 03:55:00,42.4487311,-76.4886927
2,2013-03-10 04:00:00,42.4482749,-76.4888658
2,2013-03-10 04:05:00,42.4482585,-76.4888733
2,2013-03-10 04:10:00,42.4487881,-76.4886744
2,2013-03-10 04:15:00,42.4482739,-76.4888754
2,2013-03-10 04:20:00,42.4487968,-76.4886779
2,2013-03-10 04:25:00,42.4487978,-76.4886799
2,2013-03-10 04:30:00,42.448805,-76.4886659
2,2013-03-10 04:35:00,42.4487898,-76.4886816
2,2013-03-10 04:40:00,42.4487993,-76.4886772
2,2013-03-10 04:45:00,42.4487973,-76.4886863
2,2013-03-10 04:50:00,42.4482646,-76.4888666
2,2013-03-10 04:55:00,42.448816,-76.4886816
2,2013-03-10 05:00:00,42.4482559,-76.4888908
2,2013-03-10 05:05:00,42.4482542,-76.4888831
2,2013-03-10 05:10:00,42.4487875,-76.4886819
2,2013-03-10 05:15:00,42.4487993,-76.4886547
2,2013-03-10 05:20:00,42.4487981,-76.4886538
2,2013-03-10 05:25:00,42.4485699,-76.4887625
2,2013-03-10 05:30:00,42.4482751,-76.4888563
2,2013-03-10 05:35:00,42.4482593,-76.4888783
2,2013-03-10 05:40:00,42.4488025,-76.4886537
2,2013-03-10 05:45:00,42.4488109,-76.4886805
2,2013-03-10 05:50:00,42.4482686,-76.4888869
2,2013-03-10 05:55:00,42.4482835,-76.4888595
2,2013-03-10 06:00:00,42.4488068,-76.4886743
2,2013-03-10 06:05:00,42.4488064,-76.4886616
2,2013-03-10 06:10:00,42.4487789,-76.4886634
2,2013-03-10 06:15:00,42.4482532,-76.4888783
2,2013-03-10 06:20:00,42.4486719305,-76.4884142485
2,2013-03-10 06:25:00,42.4482323,-76.4888867
2,2013-03-10 06:30:00,42.4488305,-76.4886762
2,2013-03-10 06:35:00,42.448806,-76.4886729
2,2013-03-10 06:40:00,42.4487927,-76.4886697
2,2013-03-10 06:45:00,42.4488084,-76.4887037
2,2013-03-10 06:50:00,42.4488056,-76.4886661
2,2013-03-10 06:55:00,42.4482605,-76.4888752
2,2013-03-10 07:00:00,42.4488263,-76.4887171
2,2013-03-10 07:05:00,42.4482677,-76.4888661
2,2013-03-10 07:10:00,42.4487637,-76.4887307
2,2013-03-10 07:15:00,42.4482805,-76.4888559
2,2013-03-10 07:20:00,42.4482787,-76.4888504
2,2013-03-10 07:25:00,42.4484793,-76.4888283
2,2013-03-10 07:30:00,42.4482789,-76.4888619
2,2013-03-10 07:35:00,42.4487868,-76.4886873
2,2013-03-10 07:40:00,42.4485161,-76.48881
2,2013-03-10 07:45:00,42.4484386,-76.488786
2,2013-03-10 07:50:00,42.4487771,-76.488602
2,2013-03-10 07:55:00,42.4487955,-76.4886331
2,2013-03-10 08:00:00,42.4488004,-76.488651
2,2013-03-10 08:05:00,42.4483028,-76.4888673
2,2013-03-10 08:10:00,42.4487757,-76.4886196
2,2013-03-10 08:15:00,42.4487678,-76.4888013
2,2013-03-10 08:20:00,42.4488002,-76.4886491
2,2013-03-10 08:25:00,42.4487848,-76.4886385
2,2013-03-10 08:30:00,42.4488168,-76.4886746
2,2013-03-10 08:35:00,42.4491264392,-76.487845201
2,2013-03-10 08:40:00,42.4496459495,-76.4848407079
2,2013-03-10 08:45:00,42.4509782111,-76.4806920849
2,2013-03-10 08:50:00,42.4492097972,-76.4752427582
2,2013-03-10 08:55:00,42.4484036677,-76.4721375145
2,2013-03-10 09:00:00,42.4487829907,-76.466255514
2,2013-03-10 09:05:00,42.45262207,-76.4627642836
2,2013-03-10 09:10:00,42.4505770113,-76.4585994836
2,2013-03-10 09:15:00,42.4504773924,-76.4525356796
2,2013-03-10 09:20:00,42.4520684034,-76.451121904
2,2013-03-10 09:25:00,42.4518961,-76.443679
2,2013-03-10 09:30:00,42.4517731927,-76.4545420557
2,2013-03-10 09:35:00,42.4523883825,-76.4605243877
2,2013-03-10 09:40:00,42.45038867,-76.4649368729
2,2013-03-10 09:45:00,42.4491966795,-76.4702138677
2,2013-03-10 09:50:00,42.4486504309,-76.47325675
2,2013-03-10 09:55:00,42.448858,-76.4768518
2,2013-03-10 10:00:00,42.4483770551,-76.4790576976
2,2013-03-10 10:05:00,42.4481773982,-76.4851002954
2,2013-03-10 10:10:00,42.4487926,-76.4895157
2,2013-03-10 10:15:00,42.4487669,-76.4894664
2,2013-03-10 10:20:00,42.4487604,-76.4895051
2,2013-03-10 10:25:00,42.4487683,-76.4894781
2,2013-03-10 10:30:00,42.44877,-76.4894733
2,2013-03-10 10:35:00,42.4487507,-76.4894881
2,2013-03-10 10:40:00,42.4487632,-76.489466
2,2013-03-10 10:45:00,42.4487704,-76.4894748
2,2013-03-10 10:50:00,42.4487672,-76.4894735
2,2013-03-10 10:55:00,42.4487522,-76.4894883
2,2013-03-10 11:00:00,42.4486470362,-76.4893517643
2,2013-03-10 11:05:00,42.4487711,-76.4894788
2,2013-03-10 11:10:00,42.4487789,-76.4894903
2,2013-03-10 11:15:00,42.4488282,-76.4886939
2,2013-03-10 11:20:00,42.4487873,-76.4886869
2,2013-03-10 11:25:00,42.4483175,-76.488873
2,2013-03-10 11:30:00,42.4488068,-76.4886595
2,2013-03-10 11:35:00,42.4488071,-76.4887136
2,2013-03-10 11:40:00,42.448584,-76.4888439
2,2013-03-10 11:45:00,42.4485875,-76.4889807
2,2013-03-10 11:50:00,42.4488232,-76.488727
2,2013-03-10 11:55:00,42.4488144,-76.4887166
2,2013-03-10 12:00:00,42.4487987,-76.4886834
2,2013-03-10 12:05:00,42.4490403989,-76.4877793193
2,2013-03-10 12:10:00,42.4492502818,-76.4879384078
2,2013-03-10 12:15:00,42.4488218,-76.4886909
2,2013-03-10 12:20:00,42.448816,-76.4887087
2,2013-03-10 12:25:00,42.4488099,-76.4886992
2,2013-03-10 12:30:00,42.4488046,-76.4886915
2,2013-03-10 12:35:00,42.4488101,-76.48872
2,2013-03-10 12:40:00,42.4488406,-76.4887155
2,2013-03-10 12:45:00,42.4483507,-76.488947
2,2013-03-10 12:50:00,42.4488095,-76.4887131
2,2013-03-10 12:55:00,42.4487965,-76.4887789
2,2013-03-10 13:00:00,42.4488018,-76.4894875
2,2013-03-10 13:05:00,42.4487729,-76.4895029
2,2013-03-10 13:10:00,42.448779,-76.4894945
2,2013-03-10 13:15:00,42.4487812,-76.4894956
2,2013-03-10 13:20:00,42.4487782,-76.4894998
2,2013-03-10 13:25:00,42.4487766,-76.4894906
2,2013-03-10 13:30:00,42.4487636,-76.4895023
2,2013-03-10 13:35:00,42.4487638,-76.4895035
2,2013-03-10 13:40:00,42.4487656,-76.4895048
2,2013-03-10 13:45:00,42.4487554,-76.4894898
2,2013-03-10 13:50:00,42.4487798,-76.4895074
2,2013-03-10 13:55:00,42.4487876,-76.4895149
2,2013-03-10 14:00:00,42.4487959,-76.4895004
2,2013-03-10 14:05:00,42.4487805,-76.4894952
2,2013-03-10 14:10:00,42.4487681,-76.4894899
2,2013-03-10 14:15:00,42.4487656,-76.4895048
2,2013-03-10 14:20:00,42.4487752,-76.4894843
2,2013-03-10 14:25:00,42.4487755,-76.4894876
2,2013-03-10 14:30:00,42.4487734,-76.4895249
2,2013-03-10 14:35:00,42.448775,-76.4895027
2,2013-03-10 14:40:00,42.4487696,-76.4895055
2,2013-03-10 14:45:00,42.4487743,-76.4894955
2,2013-03-10 14:50:00,42.4487811,-76.489508
2,2013-03-10 14:55:00,42.448764,-76.4895093
2,2013-03-10 15:00:00,42.4487794,-76.489485
2,2013-03-10 15:05:00,42.4487794,-76.4894891
2,2013-03-10 15:10:00,42.4487624,-76.489508
2,2013-03-10 15:15:00,42.4487715,-76.489487
2,2013-03-10 15:20:00,42.4487743,-76.4895008
2,2013-03-10 15:25:00,42.4487796,-76.4894947
2,2013-03-10 15:30:00,42.4487792,-76.4894955
2,2013-03-10 15:35:00,42.4487636,-76.4895024
2,2013-03-10 15:40:00,42.4487779,-76.4894904
2,2013-03-10 15:45:00,42.4487743,-76.4895055
2,2013-03-10 15:50:00,42.4487843,-76.4894963
2,2013-03-10 15:55:00,42.4487807,-76.4894841
2,2013-03-10 16:00:00,42.4487763,-76.4894854
2,2013-03-10 16:05:00,42.4487795,-76.4894933
2,2013-03-10 16:10:00,42.4487783,-76.4894834
2,2013-03-10 16:15:00,42.4488017,-76.4894945
2,2013-03-10 16:20:00,42.4487735,-76.4895028
2,2013-03-10 16:25:00,42.4483807,-76.488866
2,2013-03-10 16:30:00,42.4487904,-76.4886813
2,2013-03-10 16:35:00,42.4482937,-76.4888569
2,2013-03-10 16:40:00,42.4486167,-76.4887314
2,2013-03-10 16:45:00,42.4487912,-76.4886784
2,2013-03-10 16:50:00,42.4486023,-76.4887168
2,2013-03-10 16:55:00,42.4487939,-76.4886769
2,2013-03-10 17:00:00,42.4487852,-76.4886616
2,2013-03-10 17:05:00,42.4487806,-76.4886613
2,2013-03-10 17:10:00,42.4488115,-76.4886924
2,2013-03-10 17:15:00,42.448426,-76.4888654
2,2013-03-10 17:20:00,42.4488309,-76.4887119
2,2013-03-10 17:25:00,42.4483363,-76.4888717
2,2013-03-10 17:30:00,42.4487749,-76.4886973
2,2013-03-10 17:35:00,42.4488105,-76.4886787
2,2013-03-10 17:40:00,42.448512,-76.4888431
2,2013-03-10 17:45:00,42.4488059,-76.4886928
2,2013-03-10 17:50:00,42.4488092,-76.4886742
2,2013-03-10 17:55:00,42.4486329,-76.488852
2,2013-03-10 18:00:00,42.4483644,-76.4888768
2,2013-03-10 18:05:00,42.4482872,-76.4889237
2,2013-03-10 18:10:00,42.4484923,-76.4888185
2,2013-03-10 18:15:00,42.4485786,-76.4887949
2,2013-03-10 18:20:00,42.4486704,-76.4888107
2,2013-03-10 18:25:00,42.4488065,-76.4886928
2,2013-03-10 18:30:00,42.4482431,-76.4889275
2,2013-03-10 18:35:00,42.4488076,-76.4887228
2,2013-03-10 18:40:00,42.4488128,-76.4887173
2,2013-03-10 18:45:00,42.448769,-76.4886515
2,2013-03-10 18:50:00,42.4487225,-76.4887107
2,2013-03-10 18:55:00,42.4487928,-76.4886889
2,2013-03-10 19:00:00,42.4488056,-76.4886933
2,2013-03-10 19:05:00,42.4484344,-76.4888529
2,2013-03-10 19:10:00,42.4485236,-76.4888472
2,2013-03-10 19:15:00,42.4484886,-76.4887655
2,2013-03-10 19:20:00,42.448425,-76.4888176
2,2013-03-10 19:25:00,42.4487836,-76.4886787
2,2013-03-10 19:30:00,42.4487532,-76.4887015
2,2013-03-10 19:35:00,42.4485791,-76.4887126
2,2013-03-10 19:40:00,42.4488308,-76.488706
2,2013-03-10 19:45:00,42.4482557,-76.4888804
2,2013-03-10 19:50:00,42.448787,-76.488707
2,2013-03-10 19:55:00,42.448821,-76.4887074
2,2013-03-10 20:00:00,42.448794,-76.4886805
2,2013-03-10 20:05:00,42.4488321,-76.4886949
2,2013-03-10 22:35:00,42.4487962,-76.4886783
2,2013-03-10 22:40:00,42.4487883,-76.4886886
2,2013-03-10 22:45:00,42.4487925,-76.4886662
2,2013-03-10 22:50:00,42.4488089,-76.4886747
2,2013-03-10 22:55:00,42.4488137,-76.4886707
2,2013-03-10 23:00:00,42.4488059,-76.488674
2,2013-03-10 23:05:00,42.4487902,-76.4886821
2,2013-03-10 23:10:00,42.4487975,-76.4886768
2,2013-03-10 23:15:00,42.4487908,-76.4886766
2,2013-03-10 23:20:00,42.4488252,-76.4886605
2,2013-03-10 23:25:00,42.4487852,-76.4886913
2,2013-03-10 23:30:00,42.4487976,-76.4886798
2,2013-03-10 23:35:00,42.4488136,-76.4886676
2,2013-03-10 23:40:00,42.4488182,-76.4886967
2,2013-03-10 23:45:00,42.4487972,-76.4886805
2,2013-03-10 23:50:00,42.448818,-76.4886839
2,2013-03-10 23:55:00,42.4488326,-76.4886654
